Geneid	F1_1	F1_2	F1_3	ND_1	ND_2	ND_3
CG14135	215	204	211	181	171	180
Pldn	125	127	117	134	167	136
CG7339	374	428	451	376	388	377
CG6071	9	15	12	15	11	12
PCID2	137	134	159	130	138	137
CG6083	193	197	207	174	208	192
CG14137	2	2	2	1	3	3
CG7394	462	533	498	479	481	418
chrb	6537	5554	5758	6252	6084	6314
Fum3	0	0	1	0	0	0
CG7551	0	0	0	0	0	0
CG12289	0	0	0	0	0	0
Ir68a	75	55	89	81	64	87
CG6149	0	0	0	0	0	0
CG7600	953	984	926	981	1059	952
CG7560	349	296	418	307	303	379
Ube3a	622	744	667	655	735	676
CG11726	0	0	0	0	0	1
CG6163	109	134	128	123	121	108
CG14141	850	808	1035	807	759	832
CG6168	0	0	0	0	2	0
CG7607	1454	1199	1752	1351	1262	1332
CG6175	824	802	641	691	752	825
CG14142	591	589	574	610	592	640
CG7616	129	152	118	160	151	134
CG14143	1	0	1	0	2	1
NaPi-III	5171	5148	4762	5438	5252	5607
CG7638	629	632	611	616	635	644
CG12522	0	0	0	0	0	0
APP-BP1	387	399	463	399	432	455
Irbp18	307	332	292	298	291	337
Iyd	46	45	51	54	44	56
CG7839	336	397	366	355	409	356
CG6310	130	127	133	137	143	123
CG32075	165	182	183	160	193	195
Blos2	133	147	153	141	142	127
CG6321	202	157	225	170	159	187
CG14147	1	3	4	3	1	5
Cpr67Fb	0	0	0	0	0	0
Cpr67Fa2	0	1	1	1	0	0
Cpr67Fa1	0	0	0	0	0	0
galla-2	285	325	308	268	296	291
CG6409	26417	23528	24924	27392	27076	24474
Blos4	91	86	114	110	106	107
CG6418	653	733	689	684	705	759
CG12523	2	1	2	0	3	2
ND-13B	783	779	930	780	742	655
CG11811	506	477	599	489	470	537
CG8003	234	227	266	219	254	210
CG14153	609	482	523	513	430	456
CG18628	8	11	18	10	15	10
CG14151	0	0	0	0	0	0
Ir67b	0	0	1	1	2	0
Or67d	80	86	93	56	78	77
CG8065	0	0	0	0	2	0
CG6628	0	0	0	0	0	0
CG8072	4	5	2	3	9	8
CG14160	6	6	1	6	1	0
CG6674	165	175	175	200	168	197
CG6685	91	100	74	85	101	107
nudE	2318	2167	2364	2065	2120	2279
Hez	0	0	0	0	0	0
CG6709	0	0	0	0	0	0
CG34382	10	11	15	10	10	10
CG10809	324	352	379	291	334	348
CG6749	57	58	53	71	52	55
defl	174	196	199	162	228	175
Ilp4	2	2	1	1	3	1
CG14174	38	50	70	47	47	42
Ilp3	176	194	380	353	308	373
CG18178	368	339	417	341	353	317
Ilp1	6	9	1	6	7	7
Zasp67	36	24	13	32	25	26
SH3PX1	596	648	599	592	661	653
CG6761	52	60	45	39	48	42
ACXA	0	0	0	0	1	0
ACXB	9	4	7	7	5	5
Atf3	1913	1994	2072	1842	2233	2133
CG16719	27	30	14	28	36	24
CG16717	329	360	396	346	402	363
7B2	3269	3959	4478	3438	3978	3422
26-29-p	2328	2410	2330	2662	2737	2663
CG18180	52	1	12	35	17	10
ACXD	56	59	57	68	69	86
CG18179	6	7	3	8	4	8
CG8329	12149	14761	14341	13474	13761	14443
CG3335	236	297	283	224	287	253
CG3306	60	60	52	69	51	49
CG3088	12048	13662	12694	12578	11577	12399
CG3222	1	2	1	1	0	0
Ir67a	0	0	0	0	0	0
CG3408	79	116	109	96	123	106
CG32037	47	81	79	67	65	79
pall	323	301	359	294	304	324
Jarid2	1358	1235	1063	1284	1225	1408
CG3434	171	160	204	164	187	190
CG3552	229	202	296	235	269	224
CG3437	37	40	31	26	41	45
phol	545	539	542	498	559	550
CG3448	47	58	59	51	48	81
CG3529	864	980	864	930	1038	996
Nf-YA	282	316	263	233	310	280
Bet3	222	197	211	250	198	217
Cpsf5	1151	1199	1243	1224	1224	1275
CG4022	417	473	391	407	446	453
Cpr67B	2300	2585	2108	2292	2113	1941
CG4080	675	756	667	752	805	779
CG4461	777	843	1034	793	953	641
CG4452	687	749	774	697	760	739
mRRF1	182	171	149	149	140	139
PGRP-LF	432	385	361	349	517	396
CG4477	0	0	0	0	1	1
CG4483	0	0	0	0	1	0
CG4476	167	133	134	112	107	147
Slc45-1	221	230	216	245	214	214
nwk	6037	6807	6423	6292	6663	6532
Use1	170	177	211	171	177	191
CG4942	62	78	78	74	68	52
CG4911	2690	2261	2364	2323	2277	2614
CG5144	2	5	8	4	5	2
Doc1	3	5	2	5	3	3
Doc2	10	12	8	14	9	10
CG5194	0	0	6	1	1	3
Doc3	7	3	8	7	5	4
CG5087	739	748	756	707	786	803
CG5280	10	17	18	13	11	10
CG5068	523	573	611	483	542	563
CG13314	1	2	3	3	1	5
CG5644	450	615	577	517	603	489
Srp68	958	850	774	944	843	894
CG5653	29	43	38	31	46	54
ValRS-m	114	152	117	135	137	124
CG13313	3	5	6	6	5	5
TrpA1	42	41	38	36	31	45
CG13309	0	0	0	2	0	0
CG13308	1	1	2	0	0	0
CG13312	0	0	0	0	0	0
CG13311	0	0	0	0	0	0
CG13310	2	0	1	2	4	3
dmGlut	135	170	181	173	206	247
bur	2337	2249	2079	2116	2359	2096
otk2	56	57	59	45	48	55
cue	1312	1303	1260	1072	1388	1115
CG12084	1075	1181	1133	1054	1208	1168
robl62A	1	1	0	1	2	1
SA-2	1	0	0	0	0	0
CG9173	0	1	1	0	0	0
FucTD	0	1	0	0	0	0
312	182	187	241	194	224	181
l(3)02640	1128	1281	1075	1243	1359	1226
CG2211	167	185	230	176	183	189
msd5	23	20	39	21	21	34
msd1	3	3	2	4	3	6
CG2277	904	923	954	876	876	873
CG9149	408	384	438	372	424	473
Rabex-5	426	413	421	349	410	440
CG9129	2	0	2	0	1	0
Sac1	1167	1285	1194	1176	1254	1307
Psf1	16	16	22	14	17	16
CG9192	32	36	35	37	36	33
CG9194	49	55	28	67	52	34
mwh	595	782	879	659	784	875
CG9119	1474	1214	1152	1462	1377	727
Trh	191	242	243	177	248	196
CG13912	299	300	488	348	341	447
CG13905	2	2	2	3	0	0
CG13907	1883	1972	1711	1810	2069	1877
CG12502	863	755	878	911	797	827
dpr20	591	634	565	608	619	673
Dci	266	298	285	310	337	300
cep290	24	32	37	25	28	34
JMJD5	126	129	129	118	124	119
CG13901	94	103	120	70	102	87
CG42553	174	177	196	137	166	215
CG13898	2	2	1	2	1	0
hng3	41	42	58	43	42	60
CG13896	43	46	56	53	51	67
CG13895	418	404	472	447	450	489
CG13894	135	122	148	129	169	145
Vti1a	257	258	226	274	289	256
Reg-2	717	774	711	702	728	625
RabX6	90	100	100	90	93	106
CG13893	194	200	215	182	188	214
hiro	16	24	15	24	16	14
ebd1	554	579	555	492	611	544
Kah	354	410	396	277	472	310
CG3386	319	320	318	273	324	311
Ppm1	1	0	1	1	0	1
Rev1	163	175	180	168	199	200
CG17180	205	231	241	170	198	198
MED30	108	127	139	110	125	113
CG13891	2	2	5	1	1	1
CG13884	2	3	3	1	1	5
CG3402	187	202	215	174	169	191
Cdc5	381	413	397	384	431	424
Gale	3396	2834	2049	3272	2663	2204
CG1231	64	68	74	60	55	54
mthl9	27	43	28	22	36	34
CG32344	389	435	501	323	411	376
ttm2	3	4	1	1	1	0
Tudor-SN	3369	2384	2260	2907	2382	1933
wac	181	210	245	181	210	206
DIP2	1957	2092	1921	2170	2200	2387
CG13877	0	0	0	0	0	0
CG7028	752	737	615	689	709	677
CG13876	139	163	177	181	170	176
CG13875	49	50	42	54	52	46
CG7049	2	1	0	0	2	3
CG6845	205	210	233	272	261	296
CG13405	4	2	2	3	1	3
mthl8	1118	963	1124	1166	1028	1341
Ebp	0	1	2	0	0	0
Nplp1	1638	1934	1810	1782	1984	1755
CG3829	2594	2340	1946	2490	2134	2376
CG2736	4767	4584	4523	5533	5827	5416
Phk-3	489	508	577	572	584	517
CG3776	686	709	782	701	650	640
CG2765	1931	2455	2427	2063	2634	2778
CG12851	716	706	690	742	711	740
CG2790	355	330	381	296	356	337
CG3770	30	48	55	43	51	42
CG15861	36	38	39	33	29	31
Tina-1	1244	1535	1458	1352	1315	1315
CG2811	220	234	258	208	247	216
pain	908	928	783	925	966	1027
CG9083	0	0	0	0	0	0
CG16896	216	215	206	194	182	233
CG3650	0	0	0	0	0	0
CG3611	1	1	0	0	0	0
CG12849	0	0	1	0	0	0
CG3589	262	332	271	285	314	300
TyrRS-m	167	222	196	205	202	180
egg	423	391	371	321	390	378
GstE12	8143	8382	9213	9487	8810	8333
CG3894	390	493	454	432	481	475
CG3880	7	7	2	1	2	1
spz6	3	8	6	2	4	2
Usp15-31	1542	1606	1435	1472	1577	1773
CG4806	416	426	430	383	404	338
DNAlig1	84	56	60	62	57	60
CG30161	2	3	2	2	0	3
Samtor	124	140	196	127	160	146
DCP1	285	353	367	363	335	356
CG3663	285	259	326	298	284	245
CG3565	0	0	0	1	0	1
CG5597	1556	1713	1738	1595	1730	1628
CG4781	1	5	2	2	4	0
CG3548	323	349	342	328	310	341
CG5569	237	218	279	209	250	237
CG3640	1	1	1	1	1	0
ytr	1489	1726	1647	1351	1605	1637
CG13594	493	540	387	491	554	567
CG13587	1	1	2	1	3	0
CG5554	1112	1246	1216	1166	1201	1232
CG4741	13	12	16	6	16	7
shu	14	11	18	15	23	27
Adck	177	183	181	175	186	152
CG4681	2	5	9	4	4	4
GlyT	930	953	843	874	943	969
CG42360	254	224	198	245	273	248
CG4763	1	0	0	0	0	1
CG42361	442	506	650	502	508	485
CG3511	379	401	417	352	389	395
Nxt1	151	156	220	119	147	153
CG4707	173	181	204	155	182	182
Fcp1	591	600	615	642	631	645
uri	124	99	115	108	138	144
CG5543	165	169	167	159	174	164
CG11414	1245	1245	1287	1098	1186	1279
CG5539	0	0	0	1	1	0
ITP	2723	2651	2849	2795	2743	2860
CG13561	0	0	0	0	0	0
CG11413	2	3	5	1	3	3
CG4622	327	336	404	325	336	369
CG15800	2	1	4	0	4	2
sona	428	450	396	391	451	394
Ir60e	0	0	0	0	0	0
CG5532	620	588	786	602	689	621
CG11300	0	0	0	0	0	0
Brca2	244	259	202	258	254	236
CG12491	0	0	0	0	0	0
CG13560	0	0	0	0	0	0
CG4612	3632	3935	3748	3748	3744	3666
CG18128	0	1	0	0	0	1
Sesn	2734	3359	3070	2705	3056	3380
CG13581	0	3	1	0	0	0
Prosalpha4T2	4	10	8	3	5	10
CG30183	127	154	131	149	174	162
CG13590	0	0	0	0	0	0
CG13589	0	0	0	0	0	0
CG13579	328	389	369	330	353	363
St3	550	548	695	540	598	491
CG16837	0	0	0	0	0	0
St1	561	639	483	604	595	606
CG3492	0	2	1	0	2	0
CG4563	1	3	3	4	4	1
CG3483	0	0	0	0	0	0
Eglp3	1	0	0	1	0	1
Pgam5-2	0	0	2	0	0	0
CG15873	0	0	1	0	1	0
Eglp1	2	0	1	0	0	1
CG10332	0	0	0	0	0	0
ItgaPS5	0	3	2	1	1	0
CG13578	84	83	85	61	108	77
Rrp4	99	116	152	117	114	109
CG13577	0	0	0	1	0	0
levy	9027	8985	10959	8479	8469	6967
CG13575	11	9	9	7	5	6
wmd	847	903	894	766	947	849
mi	276	298	245	286	277	280
CG3906	1474	2326	5	1871	779	23
Ir60a	11	12	7	8	11	7
CG13559	54	97	87	61	88	61
nord	177	218	186	185	176	206
CG13558	2	2	1	3	1	2
CG30419	527	407	374	520	398	471
CG13557	0	0	0	0	0	0
CG11406	25	40	29	25	17	27
CG3356	1397	1567	1425	1396	1605	1619
SkpF	2	0	0	1	0	1
cN-IIIB	269	266	315	302	304	280
ocm	599	617	563	674	638	703
CG3328	1232	1435	1293	1263	1261	1391
CG9815	63	107	82	98	67	72
DnaJ-60	0	0	0	0	0	0
CG3520	208	244	190	158	189	212
Naa35	358	433	445	366	421	418
Zfrp8	172	200	246	175	198	197
CG30414	22	31	29	27	17	34
yellow-d2	84	71	49	70	68	67
CG3257	1963	1895	2026	1963	1968	2098
Golgin245	1572	1673	1651	1567	1677	1661
CG3253	173	190	202	175	165	156
Ice1	146	127	128	131	143	155
CG4049	684	666	615	679	718	654
snama	780	697	658	722	762	773
CG9875	1	0	0	1	0	2
CG3500	160	202	229	151	215	195
CG13564	4	2	3	3	4	3
CG10339	89	126	119	98	123	95
CG3502	4	5	4	7	6	6
CG9863	0	0	0	0	0	0
CG9861	1	0	1	0	0	0
Prosbeta5R1	0	0	0	0	0	0
IntS1	656	712	775	683	723	741
CG13541	0	1	0	0	0	0
CG3124	0	0	0	0	2	0
CG13540	1	0	0	0	0	0
CG3163	199	203	220	167	214	203
CG12782	0	0	0	0	1	0
Xxylt	1495	1738	2022	1531	1756	1667
RpL22-like	0	1	1	0	1	1
CG3092	0	0	0	0	0	0
CG3121	0	0	0	2	1	1
LS2	0	0	1	0	1	0
CG4324	15	25	17	18	17	17
CG13539	0	2	0	0	1	0
side-V	911	1031	847	887	885	1063
CG3860	1913	1809	2050	1747	1974	1822
Pask	661	677	740	691	618	639
PPP1R15	1993	2149	2398	1965	2116	2259
CG9899	2	1	2	0	0	0
CG13545	0	0	1	1	0	2
mr	314	309	335	262	310	323
Klp59D	0	0	0	0	0	1
CG13544	0	0	0	0	0	0
CG10904	178	178	206	166	183	203
Gpdh2	0	0	0	0	0	0
Fmo-1	547	488	488	515	443	314
Klp59C	1	0	0	0	1	0
CG13566	19	16	16	19	20	5
Gr59d	7	8	6	13	10	13
CG16787	153	182	170	181	166	145
RpL37b	5	8	5	8	9	4
thoc5	290	324	370	304	350	348
CG9876	21	18	24	17	27	25
CG3803	224	245	286	253	289	235
CG13538	0	0	0	0	0	1
fzr2	8	7	11	18	16	12
Stoml2	494	610	554	574	540	563
CG9877	0	0	1	0	0	0
Art7	157	202	208	180	217	205
Orcokinin	357	405	469	304	395	351
CG3085	8	10	8	16	8	13
CG3735	207	201	230	249	226	207
CG3831	228	239	248	238	276	234
CG2812	0	0	0	0	0	0
CG9890	169	153	184	167	163	155
CG9849	303	321	353	304	279	286
CG13562	9	14	12	4	5	7
CNBP	9005	8524	8921	8226	8036	7157
CG3788	17	27	29	25	20	32
Lpt	347	399	358	323	374	367
CG42741	79	99	94	108	98	83
CG5339	186	212	195	176	197	191
CG3700	426	535	518	473	515	439
CG17658	0	1	0	1	0	2
CG9896	1328	1751	1713	1432	1725	1677
MED23	240	254	189	219	293	264
CG9897	0	0	0	0	0	0
Gmer	111	114	102	94	106	107
asrij	307	340	421	311	342	337
EMC8-9	499	541	568	525	518	471
CG13532	370	372	398	333	384	357
CG13531	642	665	567	657	702	751
CG3649	1	0	2	0	0	2
CG9825	0	0	0	0	0	0
CG12490	0	0	0	0	0	0
CG30265	0	0	1	0	1	1
CG42284	60	77	40	63	74	79
CG42260	266	221	353	206	217	206
CG13527	0	0	1	1	1	0
CG13526	1	0	0	0	0	0
CG30268	0	0	0	0	0	0
Obp58d	3	2	1	0	2	2
Obp58c	0	0	0	0	0	1
Obp58b	10	13	11	11	10	11
CG30259	2	5	2	9	7	3
RYBP	473	529	624	538	525	570
CG4250	3657	4001	3350	3208	3287	2392
CG42565	0	0	0	0	0	0
CG13511	0	0	0	0	0	0
CG13510	0	0	0	0	0	0
Cyp6d2	4	6	17	4	7	9
CG3746	44	37	50	48	40	34
CG30195	8	13	21	10	16	8
Ugt317A1	167	213	202	214	239	207
RpS24	15707	16870	17896	14575	16094	13932
CG3732	395	382	509	413	429	403
bonsai	381	348	394	343	352	305
CG17807	138	159	189	160	166	163
CG4329	27	26	31	24	33	35
RpS16	9066	11021	11992	9472	10935	8606
CG4294	2005	2408	1738	2198	2444	2168
CG4269	118	199	148	109	239	216
nsr	1	1	0	0	1	1
CG3927	7	2	6	6	2	3
dnr1	1069	1063	1401	1045	1176	1333
CG11362	22	25	21	18	17	15
gas	24	18	22	32	19	21
CG4610	295	316	370	325	349	308
CG4554	245	268	252	258	277	263
CG4752	841	605	596	840	614	568
CG10384	945	1003	1098	953	998	911
ppk12	2	0	1	2	0	0
Mes4	159	179	180	163	181	161
CG6044	2503	2536	2840	2252	2549	2283
babos	1349	1341	1505	1335	1405	1240
CG13506	1647	1669	1386	1643	1697	1447
Rtf1	874	805	663	779	833	831
CG11298	0	2	1	0	0	2
Oatp58Dc	1121	978	1172	982	1081	1125
Oatp58Db	1	1	4	3	7	6
Oatp58Da	0	0	0	0	0	0
CG11291	0	1	0	0	1	0
Alp8	4	3	3	3	1	4
Alp2	0	0	0	0	1	0
Alp7	0	0	0	0	0	0
GM130	374	365	294	379	387	383
CG30280	4	4	1	2	5	2
MED16	120	140	138	123	147	160
CG11275	615	691	639	563	669	636
Plekhm1	553	545	583	531	595	605
CG11073	4476	5206	5330	4171	4913	4805
CG6758	123	119	135	94	120	119
CG13502	19	22	23	16	27	14
CG3045	66	65	74	67	87	78
GlcT	527	605	566	546	550	646
CG2921	373	400	392	398	395	352
CG11269	0	0	0	0	0	0
CG11475	7	14	9	10	10	6
CG13501	2	4	2	1	0	4
CG13500	4	3	4	3	7	3
CG9308	0	0	0	1	1	0
CG9304	469	562	443	500	463	547
ppk9	0	1	1	1	4	0
CG13494	0	2	0	0	0	0
CG13488	43	34	39	31	37	34
Fili	277	273	257	304	289	290
comr	0	0	0	0	0	0
CG4372	0	0	0	0	0	0
CG4377	41	36	46	45	42	35
CG4363	3	0	0	4	0	1
CG4386	0	0	0	0	1	0
CG4021	0	0	0	0	0	0
Grx1t	0	0	0	0	0	0
CngB	481	477	471	485	493	469
CG10307	264	292	397	288	312	299
eIF3k	1377	1546	1887	1501	1549	1463
CG15676	0	0	0	0	0	0
NC2alpha	158	203	212	190	174	155
pirk	210	255	279	147	252	215
Rae1	228	256	270	262	231	237
ND-B12	1406	1676	1912	1405	1477	1199
CG10321	780	822	819	765	822	810
CG15674	10	10	1	3	8	4
mahj	688	748	683	648	718	683
CG15673	227	253	292	192	243	263
twz	364	389	393	465	356	366
CG30283	1	3	3	1	2	2
TAF1C-like	213	219	227	205	205	202
eEFSec	55	58	56	76	51	56
CG10795	190	242	243	204	212	176
CG17974	24	21	25	21	17	17
CG9822	1	0	1	0	0	0
CG30394	404	404	379	380	440	422
Panx	149	128	163	149	156	134
CG9752	28	16	19	18	21	27
CG30392	516	498	630	487	476	537
CG10505	19	16	20	19	22	16
CG30391	0	0	0	0	0	0
Ugt49C1	1365	1392	1202	1220	1304	1266
Ugt49B1	1970	1894	1486	2102	1800	1615
CG44245	727	855	900	849	813	698
Lapsyn	416	353	453	395	387	332
CG4286	1	2	1	4	1	1
LSm1	115	109	160	105	135	134
hng1	117	125	143	96	112	110
CG4266	1167	1300	1033	1193	1294	1200
CG30389	1758	1826	1672	1748	1888	1936
CG15657	13	9	16	9	12	11
Hmg-2	117	123	90	119	130	117
Cht9	1	3	0	15	7	0
CG9406	2	2	0	0	0	1
Cht8	154	68	2	824	459	18
Magi	269	268	220	225	234	223
mRpL54	152	128	148	130	138	122
CG15653	21	19	20	23	32	25
cpa	815	810	796	776	866	823
CG9394	3081	3348	3668	2776	3320	2993
ND-B14.7	2020	2097	2304	1972	2047	1809
CG34396	162	243	176	187	226	147
CG3295	953	1127	998	958	1159	1061
Rbpn-5	495	533	519	455	511	499
CG9346	451	477	509	490	530	554
CG10527	470	592	533	550	650	447
dgt3	23	18	10	18	16	24
CG15651	385	412	358	404	400	394
CG9313	93	102	78	96	117	116
CG15650	3	0	3	2	3	3
CG9344	41	45	46	29	33	33
CG15649	1	1	0	34	32	0
CAH15	0	0	0	0	0	0
Cib2	13	21	17	15	23	20
Ipk1	419	455	389	404	427	453
CAH14	1	1	0	0	1	0
CG9993	1	1	2	0	0	0
CG17999	0	0	0	0	1	1
CG15225	0	0	0	0	0	0
CG13443	0	0	0	1	1	0
CG13442	1	0	2	0	0	0
CG13438	0	0	0	0	0	0
galla-1	647	703	845	646	712	616
CG13437	57	52	58	40	57	58
Lrt	173	180	186	189	184	209
CG11159	5	12	8	1	4	4
CG16799	544	646	644	517	539	415
DMAP1	381	467	469	363	410	405
CG11110	117	141	163	129	148	132
maf-S	1091	1273	1480	1006	1143	1078
rig	379	395	372	401	430	444
CG13436	40	50	49	35	45	33
Rcd6	105	111	88	108	122	100
FAM21	319	289	280	324	326	333
CG11180	244	256	284	212	232	202
Nnf1a	33	33	66	34	33	34
lms	3	7	13	13	13	9
Cpr57A	0	0	0	0	0	0
Obp57e	4	1	1	0	1	2
CG13428	43	12	111	16	18	27
CG13427	0	0	0	0	0	0
CG13423	1	2	0	1	1	3
CG18067	15947	26047	26482	12176	12177	11485
GNBP-like3	3186	3085	3762	1004	1026	1231
CG13426	1	1	2	1	1	1
Obp57c	3807	3297	4007	3745	3848	3856
CG11192	0	0	0	1	0	0
CG16739	37	31	62	31	39	46
CG13871	3	0	1	1	3	0
CG13868	12703	11895	10483	9339	9316	9802
Cpr56F	2	3	4	3	3	2
CG16868	251	256	201	254	266	260
Mpcp1	4041	4367	4757	3718	3903	3155
CG9143	201	241	226	208	216	190
CG11788	26	52	47	28	39	37
CG10444	761	756	778	819	813	793
CG8908	60	67	43	48	65	73
CG9864	69	75	73	69	67	92
ppk6	0	0	0	0	0	0
Hacl	503	538	592	482	569	544
Efhc1.2	7	6	11	4	10	7
CG13869	12	14	6	22	9	9
CG11099	680	607	490	656	628	566
CG11044	292	324	381	309	343	333
CG16894	0	0	0	0	0	0
CG11041	19	14	17	18	16	18
Obp56b	0	1	2	1	5	0
CG16898	52	37	311	18	13	66
Obp56a	387	189	220	451	316	319
CG8654	622	915	817	722	1258	947
CG15128	1	1	0	0	0	0
CG10822	0	0	0	0	0	0
CG13872	2	3	2	0	2	2
Obp56h	295	344	355	284	399	408
CG11018	0	0	0	0	0	0
CG15125	0	0	1	0	0	0
CG8517	0	0	0	0	0	1
CG15905	0	1	0	0	0	0
Obp56e	38	38	44	40	48	40
CG15124	0	2	0	0	0	0
Obp56d	5803	6553	5783	6677	7186	8115
TTLL6A	5	4	5	3	2	6
Ir56d	3	7	6	0	3	1
Ir56c	0	0	0	1	0	0
Ir56b	1	0	2	0	3	2
CG11007	281	313	308	246	277	284
CG15120	14	24	26	22	24	35
hpo	540	550	576	507	582	591
Oseg6	96	95	110	100	109	93
TBCB	297	370	352	288	380	352
CG7744	137	132	129	122	157	145
Arl6	50	41	50	39	38	44
cer	340	349	328	315	288	354
CG11257	85	91	73	71	76	102
CG10081	0	0	0	0	0	0
CG10073	12	7	7	8	8	7
CG10062	470	423	475	330	476	534
CG9416	392	391	475	412	551	465
CG10051	0	1	0	0	0	0
fest	1	5	2	0	2	0
CG7461	3561	2910	3380	3492	3130	3246
Tab2	1052	1213	1194	1131	1160	1134
mip40	176	170	195	161	198	191
AANATL4	0	0	0	1	0	0
AANATL6	0	0	0	0	0	0
CG10474	0	0	0	0	0	0
AANATL5	0	0	0	0	0	0
CG11906	159	190	128	120	136	185
tbrd-2	0	0	0	0	0	0
CG7137	105	97	111	110	110	94
CG15116	0	0	0	0	0	1
CG15115	0	0	6	2	1	0
Topors	406	468	423	452	446	446
Jheh3	549	586	695	572	638	622
Jheh1	1478	1590	1557	1792	1565	1648
CG18190	4	5	6	5	10	17
CG15084	109	110	129	82	118	117
MetRS	430	479	425	417	500	491
CG15099	1830	1684	1678	1795	1787	1850
CG15083	618	680	852	607	695	660
CG15098	8613	9140	11047	8589	9821	10160
CG15082	72	93	112	79	106	94
CG15080	119	142	99	98	105	117
Jabba	1569	2159	2265	1707	1757	2843
Cyp12b2	910	851	985	928	905	1023
CG18609	3	2	7	1	1	12
Vps51	285	331	307	292	281	319
CG15073	181	175	197	151	158	203
Sik3	1039	1027	961	1039	1084	1078
CG15071	0	0	1	1	0	0
CG30122	2076	2329	1999	1987	2313	2183
zda	1680	1627	1568	1730	1703	1634
Eip55E	733	634	615	752	668	547
Rgk2	657	654	581	684	639	748
Sec6	279	304	295	304	334	336
Pepck2	551	569	374	593	496	376
CG43066	4807	4521	4872	4636	4551	4802
CG5335	284	335	405	329	356	379
GstE11	94	90	98	100	94	89
CG5493	0	0	0	0	0	0
CG5323	295	301	292	258	249	266
CG17669	9	8	9	15	10	14
CG10927	46	44	46	38	47	45
rswl	290	298	336	250	317	263
CG5189	0	0	0	0	0	0
Ttd14	6427	6317	6789	6551	6310	6444
PIG-O	422	397	413	410	416	412
GstE8	38	40	39	28	41	79
GstE7	106	119	142	92	101	137
GstE6	1051	1153	1312	1096	1165	1256
GstE5	164	170	234	206	195	210
GstE4	546	710	734	665	679	699
GstE3	752	776	805	827	799	649
GstE2	454	409	499	476	443	435
GstE1	624	659	773	677	579	621
GstE10	1	1	0	0	0	0
Idgf5	989	811	1013	882	944	883
CG15067	2254	3511	4334	1931	2579	2793
IM1	3292	3587	4107	1010	1781	1413
IM23	122	102	130	22	32	29
CG18540	4	1	14	0	3	2
CG18539	0	0	1	1	0	0
CG18538	0	0	2	0	0	0
CG18537	2	0	0	0	0	0
CG18536	5	1	6	5	2	4
CG14500	0	1	0	1	0	0
CG5721	468	489	499	490	522	494
nopo	35	42	34	44	44	40
CG5726	741	785	759	720	732	832
CG10916	286	351	338	246	303	349
Nup75	136	166	160	157	174	182
CG10915	1129	1210	1200	1186	1226	1234
CG10914	122	144	156	143	145	120
adp	649	608	566	682	675	581
CG5742	491	510	443	454	521	517
Sema5c	671	656	572	672	681	635
EMRE	586	645	793	630	650	603
CG5757	46	40	47	39	31	58
CG34386	7	7	7	8	6	2
CG10912	2	0	2	21	2	0
CG10911	5	1	2	36	3	0
Muc55B	3	1	3	4	1	2
CG14495	121	122	140	120	138	144
CG5767	0	4	0	0	0	0
CG5770	5	4	4	9	8	8
CG5773	2776	2960	3463	3299	3380	2920
CG10910	2	4	2	5	0	3
CG5084	0	1	0	0	0	0
CG14491	1	0	0	0	2	0
CG14492	0	2	0	0	0	0
CG14490	6	5	4	4	3	3
olf186-M	623	578	720	736	683	798
Dhit	2134	2128	2102	1938	2129	2027
CG5033	377	326	395	306	332	295
CG6362	79	89	92	74	106	77
CG18635	7	15	8	10	11	29
CG14488	1	2	5	1	1	1
OstDelta	1515	1458	1511	1491	1543	1316
CG5009	1590	1626	1582	1762	1790	1710
Sardh	944	501	555	610	716	282
CG5002	291	286	280	328	431	309
CG10931	0	1	0	1	2	2
sub	5	0	1	1	1	8
Ir54a	0	0	1	0	0	0
Vps50	598	570	570	529	547	571
PIG-A	72	58	89	79	77	79
CG4984	51	48	42	44	42	57
P32	647	628	659	542	622	511
Snx16	254	265	277	253	278	292
eIF3c	4873	4889	5263	4371	4771	4968
Dlish	70	51	74	69	75	82
CCHa1-R	99	124	137	135	140	102
CG10934	0	0	2	0	1	2
Oxp	6	5	8	10	8	12
CG10936	341	334	257	298	251	222
ND-51L1	7	4	3	4	1	6
rdgBbeta	253	255	303	266	257	294
icln	75	79	86	63	81	68
swi2	39	45	34	49	61	44
RhoGAP54D	33	31	24	27	21	37
CG14483	27	21	29	18	28	37
CG42562	59	46	59	55	71	55
CG6484	106	93	66	130	95	64
UQCR-6.4	1032	1071	1326	1076	1188	920
Ns2	1034	994	1175	904	1037	1075
CG14480	430	434	495	434	420	406
Cc2d2a	12	17	11	19	20	17
CG4866	105	91	126	101	96	66
APC10	138	125	160	137	155	142
veil	0	0	0	0	0	0
insb	1	1	0	0	3	0
Tes	186	219	205	188	209	204
CG10764	15	8	3	2	8	5
CG18467	173	224	191	205	194	172
Lhr	34	35	42	38	47	35
Bap55	290	307	306	289	278	306
Mtap	650	885	834	704	1009	768
CG6550	218	187	248	211	210	193
Vajk4	81	89	113	90	87	84
Camp	229	268	264	259	245	266
CG12699	3	0	2	0	2	1
CG18469	0	0	2	0	0	0
CG10950	2	1	1	0	4	2
CG10953	1	2	0	0	0	0
CG30457	0	0	0	0	0	0
CG17287	0	0	0	0	0	0
CG17290	2	3	2	2	0	1
Gbp2	4797	4322	5080	4840	4512	4835
